"id","county","town","village"
2128,彰化縣,鹿港鎮,詔安里
2129,彰化縣,鹿港鎮,郭厝里
2130,彰化縣,鹿港鎮,長興里
2131,彰化縣,鹿港鎮,頂厝里
2132,彰化縣,鹿港鎮,頂番里
2133,彰化縣,鹿港鎮,順興里
2134,彰化縣,鹿港鎮,頭南里
2135,彰化縣,鹿港鎮,頭崙里
2136,彰化縣,鹿港鎮,龍山里
2137,新北市,三峽區,三峽里
2138,新北市,三峽區,中埔里
2139,新北市,三峽區,中正里
2140,新北市,三峽區,二鬮里
2141,新北市,三峽區,五寮里
2142,新北市,三峽區,介壽里
2143,新北市,三峽區,八張里
2144,新北市,三峽區,嘉添里
2145,新北市,三峽區,大埔里
2146,新北市,三峽區,安坑里
2147,新北市,三峽區,安溪里
2148,新北市,三峽區,弘道里
2149,新北市,三峽區,成福里
2150,新北市,三峽區,插角里
2151,新北市,三峽區,有木里
2152,新北市,三峽區,永舘里
2153,新北市,三峽區,添福里
2154,新北市,三峽區,溪北里
2155,新北市,三峽區,溪南里
2156,新北市,三峽區,溪東里
2157,新北市,三峽區,礁溪里
2158,新北市,三峽區,秀川里
2159,新北市,三峽區,竹崙里
2160,新北市,三峽區,金圳里
2161,新北市,三峽區,鳶山里
2162,新北市,三峽區,龍埔里
2163,新北市,三峽區,龍學里
2164,新北市,三峽區,龍恩里
2165,新北市,三芝區,八賢里
2166,新北市,三芝區,古庄里
2167,新北市,三芝區,圓山里
2168,新北市,三芝區,埔坪里
2169,新北市,三芝區,埔頭里
2170,新北市,三芝區,店子里
2171,新北市,三芝區,後厝里
2172,新北市,三芝區,新庄里
2173,新北市,三芝區,橫山里
2174,新北市,三芝區,福德里
2175,新北市,三芝區,興華里
2176,新北市,三芝區,茂長里
2177,新北市,三芝區,錫板里
2178,新北市,三重區,三安里
2179,新北市,三重區,三民里
2180,新北市,三重區,中央里
2181,新北市,三重區,中山里
2182,新北市,三重區,中正里
2183,新北市,三重區,中民里
2184,新北市,三重區,中興里
2185,新北市,三重區,二重里
2186,新北市,三重區,五常里
2187,新北市,三重區,五福里
2188,新北市,三重區,五華里
2189,新北市,三重區,五谷里
2190,新北市,三重區,五順里
2191,新北市,三重區,仁德里
2192,新北市,三重區,仁忠里
2193,新北市,三重區,仁義里
2194,新北市,三重區,仁華里
2195,新北市,三重區,介壽里
2196,新北市,三重區,信安里
2197,新北市,三重區,光明里
2198,新北市,三重區,光榮里
2199,新北市,三重區,光正里
2200,新北市,三重區,光田里
2201,新北市,三重區,光華里
2202,新北市,三重區,光輝里
2203,新北市,三重區,光陽里
2204,新北市,三重區,六合里
2205,新北市,三重區,六福里
2206,新北市,三重區,博愛里
2207,新北市,三重區,厚德里
2208,新北市,三重區,吉利里
2209,新北市,三重區,同安里
2210,新北市,三重區,同慶里
2211,新北市,三重區,國隆里
2212,新北市,三重區,培德里
2213,新北市,三重區,大同里
2214,新北市,三重區,大園里
2215,新北市,三重區,大安里
2216,新北市,三重區,大德里
2217,新北市,三重區,大有里
2218,新北市,三重區,奕壽里
2219,新北市,三重區,安慶里
2220,新北市,三重區,富福里
2221,新北市,三重區,富華里
2222,新北市,三重區,富貴里
2223,新北市,三重區,尚德里
2224,新北市,三重區,崇德里
2225,新北市,三重區,平和里
2226,新北市,三重區,幸福里
2227,新北市,三重區,德厚里
2228,新北市,三重區,忠孝里
2229,新北市,三重區,慈化里
2230,新北市,三重區,慈惠里
2231,新北市,三重區,慈愛里
2232,新北市,三重區,慈生里
2233,新北市,三重區,慈祐里
2234,新北市,三重區,慈福里
2235,新北市,三重區,成功里
2236,新北市,三重區,承德里
2237,新北市,三重區,文化里
2238,新北市,三重區,正安里
2239,新北市,三重區,正德里
2240,新北市,三重區,正義里
2241,新北市,三重區,民生里
2242,新北市,三重區,永吉里
2243,新北市,三重區,永安里
2244,新北市,三重區,永德里
2245,新北市,三重區,永春里
2246,新北市,三重區,永清里
2247,新北市,三重區,永煇里
2248,新北市,三重區,永發里
2249,新北市,三重區,永盛里
2250,新北市,三重區,永福里
2251,新北市,三重區,永興里
2252,新北市,三重區,永豐里
2253,新北市,三重區,永順里
2254,新北市,三重區,清和里
2255,新北市,三重區,溪美里
2256,新北市,三重區,瑞德里
2257,新北市,三重區,田中里
2258,新北市,三重區,田安里
2259,新北市,三重區,田心里
2260,新北市,三重區,碧華里
2261,新北市,三重區,福利里
2262,新北市,三重區,福安里
2263,新北市,三重區,福德里
2264,新北市,三重區,福星里
2265,新北市,三重區,福樂里
2266,新北市,三重區,福民里
2267,新北市,三重區,福田里
2268,新北市,三重區,福祉里
2269,新北市,三重區,福隆里
2270,新北市,三重區,秀江里
2271,新北市,三重區,立德里
2272,新北市,三重區,維德里
2273,新北市,三重區,自強里
2274,新北市,三重區,菜寮里
2275,新北市,三重區,萬壽里
2276,新北市,三重區,谷王里
2277,新北市,三重區,過田里
2278,新北市,三重區,重新里
2279,新北市,三重區,重明里
2280,新北市,三重區,重陽里
2281,新北市,三重區,錦安里
2282,新北市,三重區,錦江里
2283,新北市,三重區,錦田里
2284,新北市,三重區,錦通里
2285,新北市,三重區,長元里
2286,新北市,三重區,長安里
2287,新北市,三重區,長江里
2288,新北市,三重區,長泰里
2289,新北市,三重區,長生里
2290,新北市,三重區,長福里
2291,新北市,三重區,開元里
2292,新北市,三重區,雙園里
2293,新北市,三重區,頂崁里
2294,新北市,三重區,順德里
2295,新北市,三重區,龍濱里
2296,新北市,三重區,龍門里
2297,新北市,中和區,中原里
2298,新北市,中和區,中安里
2299,新北市,中和區,中山里
2300,新北市,中和區,中正里
2301,新北市,中和區,中興里
2302,新北市,中和區,仁和里
2303,新北市,中和區,佳和里
2304,新北市,中和區,信和里
2305,新北市,中和區,內南里
2306,新北市,中和區,冠穗里
2307,新北市,中和區,力行里
2308,新北市,中和區,南山里
2309,新北市,中和區,吉興里
2310,新北市,中和區,和興里
2311,新北市,中和區,員富里
2312,新北市,中和區,員山里
2313,新北市,中和區,嘉慶里
2314,新北市,中和區,嘉新里
2315,新北市,中和區,嘉穗里
2316,新北市,中和區,國光里
2317,新北市,中和區,國華里
2318,新北市,中和區,壽南里
2319,新北市,中和區,壽德里
2320,新北市,中和區,外南里
2321,新北市,中和區,安和里
2322,新北市,中和區,安平里
2323,新北市,中和區,安樂里
2324,新北市,中和區,安穗里
2325,新北市,中和區,安順里
2326,新北市,中和區,宜安里
2327,新北市,中和區,崇南里
2328,新北市,中和區,平河里
2329,新北市,中和區,廟美里
2330,新北市,中和區,建和里
2331,新北市,中和區,復興里
2332,新北市,中和區,德穗里
2333,新北市,中和區,德行里
2334,新北市,中和區,忠孝里
2335,新北市,中和區,文元里
2336,新北市,中和區,新南里
2337,新北市,中和區,明德里
2338,新北市,中和區,明穗里
2339,新北市,中和區,景南里
2340,新北市,中和區,景安里
2341,新北市,中和區,景平里
2342,新北市,中和區,景文里
2343,新北市,中和區,景新里
2344,新北市,中和區,景本里
2345,新北市,中和區,景福里
2346,新北市,中和區,東南里
2347,新北市,中和區,枋寮里
2348,新北市,中和區,橫路里
2349,新北市,中和區,正南里
2350,新北市,中和區,正行里
2351,新北市,中和區,民享里
2352,新北市,中和區,民安里
2353,新北市,中和區,民有里
2354,新北市,中和區,民生里
2355,新北市,中和區,泰安里
2356,新北市,中和區,清穗里
2357,新北市,中和區,漳和里
2358,新北市,中和區,灰磘里
2359,新北市,中和區,瑞穗里
2360,新北市,中和區,瓦磘里
2361,新北市,中和區,碧河里
2362,新北市,中和區,福南里
2363,新北市,中和區,福和里
2364,新北市,中和區,福善里
2365,新北市,中和區,福真里
2366,新北市,中和區,福祥里
2367,新北市,中和區,福美里
2368,新北市,中和區,秀仁里
2369,新北市,中和區,秀士里
2370,新北市,中和區,秀山里
2371,新北市,中和區,秀峰里
2372,新北市,中和區,秀成里
2373,新北市,中和區,秀明里
2374,新北市,中和區,秀景里
2375,新北市,中和區,秀水里
2376,新北市,中和區,秀福里
2377,新北市,中和區,秀義里
2378,新北市,中和區,積穗里
2379,新北市,中和區,自強里
2380,新北市,中和區,興南里
2381,新北市,中和區,華南里
2382,新北市,中和區,華新里
2383,新北市,中和區,連和里
2384,新北市,中和區,連城里
2385,新北市,中和區,錦中里
2386,新北市,中和區,錦和里
2387,新北市,中和區,錦昌里
2388,新北市,中和區,錦盛里
2389,新北市,中和區,頂南里
2390,新北市,五股區,五福里
2391,新北市,五股區,五股里
2392,新北市,五股區,五龍里
2393,新北市,五股區,六福里
2394,新北市,五股區,德泰里
2395,新北市,五股區,德音里
2396,新北市,五股區,成功里
2397,新北市,五股區,成州里
2398,新北市,五股區,成德里
2399,新北市,五股區,成泰里
2400,新北市,五股區,更寮里
2401,新北市,五股區,民義里
2402,新北市,五股區,水碓里
2403,新北市,五股區,福德里
2404,新北市,五股區,興珍里
2405,新北市,五股區,觀音里
2406,新北市,五股區,貿商里
2407,新北市,五股區,陸一里
2408,新北市,五股區,集福里
2409,新北市,五股區,集賢里
2410,新北市,八里區,下罟里
2411,新北市,八里區,埤頭里
2412,新北市,八里區,大崁里
2413,新北市,八里區,米倉里
2414,新北市,八里區,舊城里
2415,新北市,八里區,荖阡里
2416,新北市,八里區,訊塘里
2417,新北市,八里區,長坑里
2418,新北市,八里區,頂罟里
2419,新北市,八里區,龍源里
2420,新北市,土城區,中正里
2421,新北市,土城區,員仁里
2422,新北市,土城區,員信里
2423,新北市,土城區,員林里
2424,新北市,土城區,員福里
2425,新北市,土城區,土城里
2426,新北市,土城區,埤塘里
2427,新北市,土城區,埤林里
2428,新北市,土城區,大安里
2429,新北市,土城區,學士里
2430,新北市,土城區,學府里
2431,新北市,土城區,學成里
2432,新北市,土城區,安和里
2433,新北市,土城區,峯廷里
2434,新北市,土城區,平和里
2435,新北市,土城區,廣福里
2436,新北市,土城區,廣興里
2437,新北市,土城區,延吉里
2438,新北市,土城區,延和里
2439,新北市,土城區,延壽里
2440,新北市,土城區,延祿里
2441,新北市,土城區,廷寮里
2442,新北市,土城區,復興里
2443,新北市,土城區,日和里
2444,新北市,土城區,日新里
2445,新北市,土城區,明德里
2446,新北市,土城區,柑林里
2447,新北市,土城區,樂利里
2448,新北市,土城區,永富里
2449,新北市,土城區,永寧里
2450,新北市,土城區,永豐里
2451,新北市,土城區,沛陂里
2452,新北市,土城區,清化里
2453,新北市,土城區,清和里
2454,新北市,土城區,清水里
2455,新北市,土城區,清溪里
2456,新北市,土城區,瑞興里
2457,新北市,土城區,祖田里
2458,新北市,土城區,裕生里
2459,新北市,土城區,貨饒里
2460,新北市,土城區,金城里
2461,新北市,土城區,長風里
2462,新北市,土城區,青山里
2463,新北市,土城區,青雲里
2464,新北市,土城區,頂埔里
2465,新北市,土城區,頂新里
2466,新北市,土城區,頂福里
2467,新北市,坪林區,上德里
2468,新北市,坪林區,坪林里
2469,新北市,坪林區,大林里
2470,新北市,坪林區,水德里
2471,新北市,坪林區,漁光里
2472,新北市,坪林區,石𥕢里
2473,新北市,坪林區,粗窟里
2474,新北市,平溪區,十分里
2475,新北市,平溪區,南山里
2476,新北市,平溪區,嶺腳里
2477,新北市,平溪區,平湖里
2478,新北市,平溪區,平溪里
2479,新北市,平溪區,新寮里
2480,新北市,平溪區,望古里
2481,新北市,平溪區,東勢里
2482,新北市,平溪區,白石里
2483,新北市,平溪區,石底里
2484,新北市,平溪區,菁桐里
2485,新北市,平溪區,薯榔里
2486,新北市,新店區,下城里
2487,新北市,新店區,中央里
2488,新北市,新店區,中山里
2489,新北市,新店區,中正里
2490,新北市,新店區,中興里
2491,新北市,新店區,中華里
2492,新北市,新店區,五峯里
2493,新北市,新店區,仁愛里
2494,新北市,新店區,信義里
2495,新北市,新店區,公崙里
2496,新北市,新店區,吉祥里
2497,新北市,新店區,和平里
2498,新北市,新店區,員潭里
2499,新北市,新店區,國校里
2500,新北市,新店區,國豐里
2501,新北市,新店區,塗潭里
2502,新北市,新店區,大同里
2503,新北市,新店區,大豐里
2504,新北市,新店區,大鵬里
2505,新北市,新店區,太平里
2506,新北市,新店區,安和里
2507,新北市,新店區,安昌里
2508,新北市,新店區,寶安里
2509,新北市,新店區,寶福里
2510,新北市,新店區,寶興里
2511,新北市,新店區,小城里
2512,新北市,新店區,屈尺里
2513,新北市,新店區,廣明里
2514,新北市,新店區,廣興里
2515,新北市,新店區,建國里
2516,新北市,新店區,張北里
2517,新北市,新店區,張南里
2518,新北市,新店區,復興里
2519,新北市,新店區,德安里
2520,新北市,新店區,忠孝里
2521,新北市,新店區,忠誠里
2522,新北市,新店區,文中里
2523,新北市,新店區,文明里
2524,新北市,新店區,新和里
2525,新北市,新店區,新安里
2526,新北市,新店區,新店里
2527,新北市,新店區,新德里
2528,新北市,新店區,新生里
2529,新北市,新店區,日興里
2530,新北市,新店區,明城里
2531,新北市,新店區,明德里
2532,新北市,新店區,柴埕里
2533,新北市,新店區,永安里
2534,新北市,新店區,永平里
2535,新北市,新店區,江陵里
2536,新北市,新店區,玫瑰里
2537,新北市,新店區,百和里
2538,新北市,新店區,百忍里
2539,新北市,新店區,百福里
2540,新北市,新店區,直潭里
2541,新北市,新店區,福德里
2542,新北市,新店區,福民里
2543,新北市,新店區,粗坑里
2544,新北市,新店區,美城里
2545,新北市,新店區,美潭里
2546,新北市,新店區,華城里
2547,新北市,新店區,達觀里
2548,新北市,新店區,長春里
2549,新北市,新店區,雙坑里
2550,新北市,新店區,雙城里
2551,新北市,新店區,青潭里
2552,新北市,新店區,頂城里
2553,新北市,新店區,香坡里
2554,新北市,新店區,龜山里
2555,新北市,新莊區,中信里
2556,新北市,新莊區,中全里
2557,新北市,新莊區,中原里
2558,新北市,新莊區,中和里
2559,新北市,新莊區,中宏里
2560,新北市,新莊區,中平里
2561,新北市,新莊區,中泰里
2562,新北市,新莊區,中港里
2563,新北市,新莊區,中美里
2564,新北市,新莊區,中華里
2565,新北市,新莊區,中誠里
2566,新北市,新莊區,中隆里
2567,新北市,新莊區,丹鳳里
2568,新北市,新莊區,仁愛里
2569,新北市,新莊區,仁義里
2570,新北市,新莊區,信義里
2571,新北市,新莊區,光和里
2572,新北市,新莊區,光明里
2573,新北市,新莊區,光榮里
2574,新北市,新莊區,光正里
2575,新北市,新莊區,光華里
2576,新北市,新莊區,全安里
2577,新北市,新莊區,全泰里
2578,新北市,新莊區,八德里
2579,新北市,新莊區,化成里
2580,新北市,新莊區,南港里
2581,新北市,新莊區,合鳳里
2582,新北市,新莊區,和平里
2583,新北市,新莊區,四維里
2584,新北市,新莊區,國泰里
2585,新北市,新莊區,富國里
2586,新北市,新莊區,富民里
2587,新北市,新莊區,幸福里
2588,新北市,新莊區,建安里
2589,新北市,新莊區,建福里
2590,新北市,新莊區,後德里
2591,新北市,新莊區,後港里
2592,新北市,新莊區,忠孝里
2593,新北市,新莊區,思源里
2594,新北市,新莊區,思賢里
2595,新北市,新莊區,恆安里
2596,新北市,新莊區,成德里
2597,新北市,新莊區,文德里
2598,新北市,新莊區,文明里
2599,新北市,新莊區,文聖里
2600,新北市,新莊區,文衡里
2601,新北市,新莊區,昌信里
2602,新北市,新莊區,昌平里
2603,新北市,新莊區,昌明里
2604,新北市,新莊區,昌隆里
2605,新北市,新莊區,榮和里
2606,新北市,新莊區,民全里
2607,新北市,新莊區,民安里
2608,新北市,新莊區,民有里
2609,新北市,新莊區,民本里
2610,新北市,新莊區,泰豐里
2611,新北市,新莊區,海山里
2612,新北市,新莊區,營盤里
2613,新北市,新莊區,瓊林里
2614,新北市,新莊區,祥鳳里
2615,新北市,新莊區,福基里
2616,新北市,新莊區,福營里
2617,新北市,新莊區,福興里
2618,新北市,新莊區,立人里
2619,新北市,新莊區,立功里
2620,新北市,新莊區,立基里
2621,新北市,新莊區,立廷里
2622,新北市,新莊區,立德里
2623,新北市,新莊區,立志里
2624,新北市,新莊區,立泰里
2625,新北市,新莊區,立言里
2626,新北市,新莊區,自信里
2627,新北市,新莊區,自強里
2628,新北市,新莊區,自立里
2629,新北市,新莊區,興漢里
2630,新北市,新莊區,萬安里
2631,新北市,新莊區,裕民里
2632,新北市,新莊區,西盛里
2633,新北市,新莊區,豐年里
2634,新北市,新莊區,雙鳳里
2635,新北市,新莊區,頭前里
2636,新北市,新莊區,龍安里
2637,新北市,新莊區,龍福里
2638,新北市,新莊區,龍鳳里
2639,新北市,板橋區,中山里
2640,新北市,板橋區,中正里
2641,新北市,板橋區,九如里
2642,新北市,板橋區,五權里
2643,新北市,板橋區,仁愛里
2644,新北市,板橋區,仁翠里
2645,新北市,板橋區,介壽里
2646,新北市,板橋區,信義里
2647,新北市,板橋區,僑中里
2648,新北市,板橋區,光仁里
2649,新北市,板橋區,光復里
2650,新北市,板橋區,光榮里
2651,新北市,板橋區,光華里
2652,新北市,板橋區,公舘里
2653,新北市,板橋區,吉翠里
2654,新北市,板橋區,和平里
2655,新北市,板橋區,國光里
2656,新北市,板橋區,國泰里
2657,新北市,板橋區,埔墘里
2658,新北市,板橋區,埤墘里
2659,新北市,板橋區,堂春里
2660,新北市,板橋區,大安里
2661,新北市,板橋區,大觀里
2662,新北市,板橋區,大豐里
2663,新北市,板橋區,宏翠里
2664,新北市,板橋區,富貴里
2665,新北市,板橋區,居仁里
2666,新北市,板橋區,崑崙里
2667,新北市,板橋區,嵐翠里
2668,新北市,板橋區,幸福里
2669,新北市,板橋區,廣德里
2670,新北市,板橋區,廣新里
2671,新北市,板橋區,廣福里
2672,新北市,板橋區,建國里
2673,新北市,板橋區,後埔里
2674,新北市,板橋區,復興里
2675,新北市,板橋區,德翠里
2676,新北市,板橋區,忠翠里
2677,新北市,板橋區,忠誠里
2678,新北市,板橋區,懷翠里
2679,新北市,板橋區,成和里
2680,新北市,板橋區,振義里
2681,新北市,板橋區,振興里
2682,新北市,板橋區,挹秀里
2683,新北市,板橋區,文化里
2684,新北市,板橋區,文德里
2685,新北市,板橋區,文翠里
2686,新北市,板橋區,文聖里
2687,新北市,板橋區,新埔里
2688,新北市,板橋區,新民里
2689,新北市,板橋區,新海里
2690,新北市,板橋區,新生里
2691,新北市,板橋區,新翠里
2692,新北市,板橋區,新興里
2693,新北市,板橋區,明翠里
2694,新北市,板橋區,景星里
2695,新北市,板橋區,朝陽里
2696,新北市,板橋區,東丘里
2697,新北市,板橋區,東安里
2698,新北市,板橋區,松柏里
2699,新北市,板橋區,松翠里
2700,新北市,板橋區,柏翠里
2701,新北市,板橋區,歡園里
2702,新北市,板橋區,正泰里
2703,新北市,板橋區,民安里
2704,新北市,板橋區,民族里
2705,新北市,板橋區,民權里
2706,新北市,板橋區,民生里
2707,新北市,板橋區,永安里
2708,新北市,板橋區,江翠里
2709,新北市,板橋區,流芳里
2710,新北市,板橋區,浮洲里
2711,新北市,板橋區,海山里
2712,新北市,板橋區,深丘里
2713,新北市,板橋區,港嘴里
2714,新北市,板橋區,港尾里
2715,新北市,板橋區,港德里
2716,新北市,板橋區,湳興里
2717,新北市,板橋區,溪北里
2718,新北市,板橋區,溪洲里
2719,新北市,板橋區,溪福里
2720,新北市,板橋區,溪頭里
2721,新北市,板橋區,滿翠里
2722,新北市,板橋區,漢生里
2723,新北市,板橋區,玉光里
2724,新北市,板橋區,留侯里
2725,新北市,板橋區,百壽里
2726,新北市,板橋區,社後里
2727,新北市,板橋區,福丘里
2728,新北市,板橋區,福壽里
2729,新北市,板橋區,福安里
2730,新北市,板橋區,福德里
2731,新北市,板橋區,福星里
2732,新北市,板橋區,福祿里
2733,新北市,板橋區,福翠里
2734,新北市,板橋區,純翠里
2735,新北市,板橋區,聚安里
2736,新北市,板橋區,聯翠里
2737,新北市,板橋區,自強里
2738,新北市,板橋區,自立里
2739,新北市,板橋區,莊敬里
2740,新北市,板橋區,莒光里
2741,新北市,板橋區,華中里
2742,新北市,板橋區,華德里
2743,新北市,板橋區,華東里
2744,新北市,板橋區,華江里
2745,新北市,板橋區,華福里
2746,新北市,板橋區,華翠里
2747,新北市,板橋區,華興里
2748,新北市,板橋區,華貴里
2749,新北市,板橋區,西安里
2750,新北市,板橋區,赤松里
2751,新北市,板橋區,鄉雲里
2752,新北市,板橋區,重慶里
2753,新北市,板橋區,金華里
2754,新北市,板橋區,長壽里
2755,新北市,板橋區,長安里
2756,新北市,板橋區,陽明里
2757,新北市,板橋區,雙玉里
2758,新北市,板橋區,青翠里
2759,新北市,板橋區,香丘里
2760,新北市,板橋區,香社里
2761,新北市,板橋區,香雅里
2762,新北市,板橋區,黃石里
2763,新北市,板橋區,龍安里
2764,新北市,板橋區,龍翠里
2765,新北市,林口區,下福里
2766,新北市,林口區,中湖里
2767,新北市,林口區,仁愛里
2768,新北市,林口區,南勢里
2769,新北市,林口區,嘉寶里
2770,新北市,林口區,太平里
2771,新北市,林口區,東勢里
2772,新北市,林口區,東林里
2773,新北市,林口區,林口里
2774,新北市,林口區,湖北里
2775,新北市,林口區,湖南里
2776,新北市,林口區,瑞平里
2777,新北市,林口區,菁湖里
2778,新北市,林口區,西林里
2779,新北市,林口區,頂福里
2780,新北市,林口區,麗園里
2781,新北市,林口區,麗林里
2782,新北市,樹林區,三多里
2783,新北市,樹林區,三福里
2784,新北市,樹林區,三興里
2785,新北市,樹林區,三龍里
2786,新北市,樹林區,中山里
2787,新北市,樹林區,中華里
2788,新北市,樹林區,保安里
2789,新北市,樹林區,光興里
2790,新北市,樹林區,北園里
2791,新北市,樹林區,南園里
2792,新北市,樹林區,和平里
2793,新北市,樹林區,圳安里
2794,新北市,樹林區,圳民里
2795,新北市,樹林區,圳生里
2796,新北市,樹林區,圳福里
2797,新北市,樹林區,坡內里
2798,新北市,樹林區,大同里
2799,新北市,樹林區,太順里
2800,新北市,樹林區,山佳里
2801,新北市,樹林區,彭厝里
2802,新北市,樹林區,彭福里
2803,新北市,樹林區,彭興里
2804,新北市,樹林區,文林里
2805,新北市,樹林區,東園里
2806,新北市,樹林區,東山里
2807,新北市,樹林區,東昇里
2808,新北市,樹林區,東陽里
2809,新北市,樹林區,柑園里
2810,新北市,樹林區,樂山里
2811,新北市,樹林區,樹人里
2812,新北市,樹林區,樹北里
2813,新北市,樹林區,樹南里
2814,新北市,樹林區,樹德里
2815,新北市,樹林區,樹東里
2816,新北市,樹林區,樹福里
2817,新北市,樹林區,樹興里
2818,新北市,樹林區,樹西里
2819,新北市,樹林區,潭底里
2820,新北市,樹林區,獇寮里
2821,新北市,樹林區,育英里
2822,新北市,樹林區,西園里
2823,新北市,樹林區,金寮里
2824,新北市,永和區,上林里
2825,新北市,永和區,上溪里
2826,新北市,永和區,下溪里
2827,新北市,永和區,中溪里
2828,新北市,永和區,中興里
2829,新北市,永和區,仁愛里
2830,新北市,永和區,保安里
2831,新北市,永和區,保平里
2832,新北市,永和區,保順里
2833,新北市,永和區,信義里
2834,新北市,永和區,光復里
2835,新北市,永和區,光明里
2836,新北市,永和區,前溪里
2837,新北市,永和區,勵行里
2838,新北市,永和區,協和里
2839,新北市,永和區,和平里
2840,新北市,永和區,大同里
2841,新北市,永和區,大新里
2842,新北市,永和區,安和里
2843,新北市,永和區,店街里
2844,新北市,永和區,後溪里
2845,新北市,永和區,得和里
2846,新北市,永和區,復興里
2847,新北市,永和區,忠義里
2848,新北市,永和區,文化里
2849,新北市,永和區,新廍里
2850,新北市,永和區,新生里
2851,新北市,永和區,智光里
2852,新北市,永和區,桂林里
2853,新北市,永和區,正興里
2854,新北市,永和區,民富里
2855,新北市,永和區,民族里
2856,新北市,永和區,民本里
2857,新北市,永和區,民樂里
2858,新北市,永和區,民權里
2859,新北市,永和區,民治里
2860,新北市,永和區,民生里
2861,新北市,永和區,水源里
2862,新北市,永和區,永元里
2863,新北市,永和區,永安里
2864,新北市,永和區,永成里
2865,新北市,永和區,永樂里
2866,新北市,永和區,永福里
2867,新北市,永和區,永興里
2868,新北市,永和區,永貞里
2869,新北市,永和區,河堤里
2870,新北市,永和區,河濱里
2871,新北市,永和區,潭墘里
2872,新北市,永和區,潭安里
2873,新北市,永和區,福和里
2874,新北市,永和區,福林里
2875,新北市,永和區,秀元里
2876,新北市,永和區,秀和里
2877,新北市,永和區,秀得里
2878,新北市,永和區,秀成里
2879,新北市,永和區,秀朗里
2880,新北市,永和區,秀林里
2881,新北市,永和區,竹林里
2882,新北市,永和區,網溪里
2883,新北市,永和區,豫溪里
2884,新北市,永和區,雙和里
2885,新北市,永和區,頂溪里
2886,新北市,汐止區,中興里
2887,新北市,汐止區,仁德里
2888,新北市,汐止區,保安里
2889,新北市,汐止區,保新里
2890,新北市,汐止區,保長里
2891,新北市,汐止區,信望里
2892,新北市,汐止區,八連里
2893,新北市,汐止區,北山里
2894,新北市,汐止區,北峰里
2895,新北市,汐止區,厚德里
2896,新北市,汐止區,城中里
2897,新北市,汐止區,大同里
2898,新北市,汐止區,宜興里
2899,新北市,汐止區,山光里
2900,新北市,汐止區,崇德里
2901,新北市,汐止區,康福里
2902,新北市,汐止區,建成里
2903,新北市,汐止區,復興里
2904,新北市,汐止區,忠孝里
2905,新北市,汐止區,忠山里
2906,新北市,汐止區,拱北里
2907,新北市,汐止區,文化里
2908,新北市,汐止區,新昌里
2909,新北市,汐止區,智慧里
2910,新北市,汐止區,東勢里
2911,新北市,汐止區,東山里
2912,新北市,汐止區,樟樹里
2913,新北市,汐止區,橋東里
2914,新北市,汐止區,橫科里
2915,新北市,汐止區,江北里
2916,新北市,汐止區,湖光里
2917,新北市,汐止區,湖興里
2918,新北市,汐止區,湖蓮里
2919,新北市,汐止區,烘內里
2920,新北市,汐止區,環河里
2921,新北市,汐止區,白雲里
2922,新北市,汐止區,福安里
2923,新北市,汐止區,福山里
2924,新北市,汐止區,福德里
2925,新北市,汐止區,禮門里
2926,新北市,汐止區,秀山里
2927,新北市,汐止區,秀峰里
2928,新北市,汐止區,義民里
2929,新北市,汐止區,自強里
2930,新北市,汐止區,興福里
2931,新北市,汐止區,茄苳里
2932,新北市,汐止區,鄉長里
2933,新北市,汐止區,金龍里
2934,新北市,汐止區,長安里
2935,新北市,汐止區,長青里
2936,新北市,泰山區,全興里
2937,新北市,泰山區,同榮里
2938,新北市,泰山區,同興里
2939,新北市,泰山區,大科里
2940,新北市,泰山區,山腳里
2941,新北市,泰山區,新明里
2942,新北市,泰山區,明志里
2943,新北市,泰山區,楓樹里
2944,新北市,泰山區,泰友里
2945,新北市,泰山區,福泰里
2946,新北市,泰山區,福興里
2947,新北市,泰山區,義仁里
2948,新北市,泰山區,義學里
2949,新北市,泰山區,貴和里
2950,新北市,泰山區,貴子里
2951,新北市,泰山區,貴賢里
2952,新北市,泰山區,黎明里
2953,新北市,淡水區,中和里
2954,新北市,淡水區,中興里
2955,新北市,淡水區,八勢里
2956,新北市,淡水區,北投里
2957,新北市,淡水區,北新里
2958,新北市,淡水區,協元里
2959,新北市,淡水區,坪頂里
2960,新北市,淡水區,埤島里
2961,新北市,淡水區,大庄里
2962,新北市,淡水區,學府里
2963,新北市,淡水區,屯山里
2964,新北市,淡水區,崁頂里
2965,新北市,淡水區,幸福里
2966,新北市,淡水區,忠寮里
2967,新北市,淡水區,忠山里
2968,新北市,淡水區,文化里
2969,新北市,淡水區,新春里
2970,新北市,淡水區,新民里
2971,新北市,淡水區,新生里
2972,新北市,淡水區,新義里
2973,新北市,淡水區,新興里
2974,新北市,淡水區,樹興里
2975,新北市,淡水區,正德里
2976,新北市,淡水區,民安里
2977,新北市,淡水區,民權里
2978,新北市,淡水區,民生里
2979,新北市,淡水區,水源里
2980,新北市,淡水區,水碓里
2981,新北市,淡水區,永吉里
2982,新北市,淡水區,沙崙里
2983,新北市,淡水區,油車里
2984,新北市,淡水區,清文里
2985,新北市,淡水區,福德里
2986,新北市,淡水區,竹圍里
2987,新北市,淡水區,竿蓁里
2988,新北市,淡水區,義山里
