"id","county","town","village"
5643,臺南市,楠西區,楠西里
5644,臺南市,楠西區,灣丘里
5645,臺南市,楠西區,照興里
5646,臺南市,楠西區,鹿田里
5647,臺南市,楠西區,龜丹里
5648,臺南市,歸仁區,七甲里
5649,臺南市,歸仁區,八甲里
5650,臺南市,歸仁區,六甲里
5651,臺南市,歸仁區,南保里
5652,臺南市,歸仁區,南興里
5653,臺南市,歸仁區,大廟里
5654,臺南市,歸仁區,大潭里
5655,臺南市,歸仁區,媽廟里
5656,臺南市,歸仁區,崙頂里
5657,臺南市,歸仁區,後市里
5658,臺南市,歸仁區,文化里
5659,臺南市,歸仁區,新厝里
5660,臺南市,歸仁區,武東里
5661,臺南市,歸仁區,歸仁里
5662,臺南市,歸仁區,歸南里
5663,臺南市,歸仁區,沙崙里
5664,臺南市,歸仁區,看東里
5665,臺南市,歸仁區,看西里
5666,臺南市,歸仁區,西埔里
5667,臺南市,歸仁區,許厝里
5668,臺南市,歸仁區,辜厝里
5669,臺南市,永康區,三合里
5670,臺南市,永康區,三民里
5671,臺南市,永康區,中興里
5672,臺南市,永康區,中華里
5673,臺南市,永康區,二王里
5674,臺南市,永康區,五王里
5675,臺南市,永康區,光復里
5676,臺南市,永康區,六合里
5677,臺南市,永康區,勝利里
5678,臺南市,永康區,北灣里
5679,臺南市,永康區,北興里
5680,臺南市,永康區,南灣里
5681,臺南市,永康區,埔園里
5682,臺南市,永康區,塩洲里
5683,臺南市,永康區,塩興里
5684,臺南市,永康區,塩行里
5685,臺南市,永康區,大橋里
5686,臺南市,永康區,大灣里
5687,臺南市,永康區,安康里
5688,臺南市,永康區,尚頂里
5689,臺南市,永康區,崑山里
5690,臺南市,永康區,建國里
5691,臺南市,永康區,復國里
5692,臺南市,永康區,復興里
5693,臺南市,永康區,復華里
5694,臺南市,永康區,成功里
5695,臺南市,永康區,新樹里
5696,臺南市,永康區,東橋里
5697,臺南市,永康區,東灣里
5698,臺南市,永康區,正強里
5699,臺南市,永康區,永康里
5700,臺南市,永康區,永明里
5701,臺南市,永康區,烏竹里
5702,臺南市,永康區,王行里
5703,臺南市,永康區,甲頂里
5704,臺南市,永康區,神洲里
5705,臺南市,永康區,網寮里
5706,臺南市,永康區,蔦松里
5707,臺南市,永康區,西勢里
5708,臺南市,永康區,西橋里
5709,臺南市,永康區,西灣里
5710,臺南市,永康區,龍埔里
5711,臺南市,永康區,龍潭里
5712,臺南市,玉井區,三和里
5713,臺南市,玉井區,三埔里
5714,臺南市,玉井區,中正里
5715,臺南市,玉井區,層林里
5716,臺南市,玉井區,望明里
5717,臺南市,玉井區,沙田里
5718,臺南市,玉井區,玉井里
5719,臺南市,玉井區,玉田里
5720,臺南市,玉井區,竹圍里
5721,臺南市,玉井區,豐里里
5722,臺南市,白河區,仙草里
5723,臺南市,白河區,內角里
5724,臺南市,白河區,六溪里
5725,臺南市,白河區,外角里
5726,臺南市,白河區,大林里
5727,臺南市,白河區,大竹里
5728,臺南市,白河區,崁頭里
5729,臺南市,白河區,崎內里
5730,臺南市,白河區,庄內里
5731,臺南市,白河區,廣蓮里
5732,臺南市,白河區,昇安里
5733,臺南市,白河區,永安里
5734,臺南市,白河區,汴頭里
5735,臺南市,白河區,河東里
5736,臺南市,白河區,白河里
5737,臺南市,白河區,秀祐里
5738,臺南市,白河區,竹門里
5739,臺南市,白河區,虎山里
5740,臺南市,白河區,詔豐里
5741,臺南市,白河區,關嶺里
5742,臺南市,白河區,馬稠後里
5743,臺南市,西港區,劉厝里
5744,臺南市,西港區,南海里
5745,臺南市,西港區,後營里
5746,臺南市,西港區,慶安里
5747,臺南市,西港區,新復里
5748,臺南市,西港區,檨林里
5749,臺南市,西港區,永樂里
5750,臺南市,西港區,港東里
5751,臺南市,西港區,營西里
5752,臺南市,西港區,竹林里
5753,臺南市,西港區,西港里
5754,臺南市,西港區,金砂里
5755,臺南市,關廟區,下湖里
5756,臺南市,關廟區,五甲里
5757,臺南市,關廟區,北勢里
5758,臺南市,關廟區,南雄里
5759,臺南市,關廟區,埤頭里
5760,臺南市,關廟區,山西里
5761,臺南市,關廟區,布袋里
5762,臺南市,關廟區,新光里
5763,臺南市,關廟區,新埔里
5764,臺南市,關廟區,東勢里
5765,臺南市,關廟區,松腳里
5766,臺南市,關廟區,深坑里
5767,臺南市,關廟區,花園里
5768,臺南市,關廟區,關廟里
5769,臺南市,關廟區,香洋里
5770,臺南市,鹽水區,三和里
5771,臺南市,鹽水區,三明里
5772,臺南市,鹽水區,坔頭港里
5773,臺南市,鹽水區,岸內里
5774,臺南市,鹽水區,文昌里
5775,臺南市,鹽水區,月港里
5776,臺南市,鹽水區,橋南里
5777,臺南市,鹽水區,歡雅里
5778,臺南市,鹽水區,水秀里
5779,臺南市,鹽水區,汫水里
5780,臺南市,鹽水區,津城里
5781,臺南市,鹽水區,竹林里
5782,臺南市,鹽水區,義中里
5783,臺南市,麻豆區,中興里
5784,臺南市,麻豆區,井東里
5785,臺南市,麻豆區,北勢里
5786,臺南市,麻豆區,南勢里
5787,臺南市,麻豆區,埤頭里
5788,臺南市,麻豆區,大埕里
5789,臺南市,麻豆區,安業里
5790,臺南市,麻豆區,安正里
5791,臺南市,麻豆區,寮廍里
5792,臺南市,麻豆區,巷口里
5793,臺南市,麻豆區,新興里
5794,臺南市,麻豆區,晋江里
5795,臺南市,麻豆區,東角里
5796,臺南市,麻豆區,油車里
5797,臺南市,麻豆區,海埔里
5798,臺南市,麻豆區,清水里
5799,臺南市,麻豆區,港尾里
5800,臺南市,麻豆區,興農里
5801,臺南市,麻豆區,謝厝寮里
5802,臺南市,麻豆區,麻口里
5803,臺南市,龍崎區,中坑里
5804,臺南市,龍崎區,土崎里
5805,臺南市,龍崎區,大坪里
5806,臺南市,龍崎區,崎頂里
5807,臺南市,龍崎區,楠坑里
5808,臺南市,龍崎區,牛埔里
5809,臺南市,龍崎區,石𥕢里
5810,臺南市,龍崎區,龍船里
5811,臺東縣,卑南鄉,初鹿村
5812,臺東縣,卑南鄉,利吉村
5813,臺東縣,卑南鄉,利嘉村
5814,臺東縣,卑南鄉,嘉豐村
5815,臺東縣,卑南鄉,太平村
5816,臺東縣,卑南鄉,富山村
5817,臺東縣,卑南鄉,富源村
5818,臺東縣,卑南鄉,明峰村
5819,臺東縣,卑南鄉,東興村
5820,臺東縣,卑南鄉,泰安村
5821,臺東縣,卑南鄉,溫泉村
5822,臺東縣,卑南鄉,美農村
5823,臺東縣,卑南鄉,賓朗村
5824,臺東縣,大武鄉,南興村
5825,臺東縣,大武鄉,大武村
5826,臺東縣,大武鄉,大竹村
5827,臺東縣,大武鄉,大鳥村
5828,臺東縣,大武鄉,尚武村
5829,臺東縣,太麻里鄉,三和村
5830,臺東縣,太麻里鄉,北里村
5831,臺東縣,太麻里鄉,多良村
5832,臺東縣,太麻里鄉,大王村
5833,臺東縣,太麻里鄉,泰和村
5834,臺東縣,太麻里鄉,美和村
5835,臺東縣,太麻里鄉,華源村
5836,臺東縣,太麻里鄉,金崙村
5837,臺東縣,太麻里鄉,香蘭村
5838,臺東縣,延平鄉,桃源村
5839,臺東縣,延平鄉,武陵村
5840,臺東縣,延平鄉,永康村
5841,臺東縣,延平鄉,紅葉村
5842,臺東縣,延平鄉,鸞山村
5843,臺東縣,成功鎮,三仙里
5844,臺東縣,成功鎮,三民里
5845,臺東縣,成功鎮,信義里
5846,臺東縣,成功鎮,博愛里
5847,臺東縣,成功鎮,和平里
5848,臺東縣,成功鎮,忠仁里
5849,臺東縣,成功鎮,忠孝里
5850,臺東縣,成功鎮,忠智里
5851,臺東縣,東河鄉,北源村
5852,臺東縣,東河鄉,尚德村
5853,臺東縣,東河鄉,東河村
5854,臺東縣,東河鄉,泰源村
5855,臺東縣,東河鄉,興昌村
5856,臺東縣,東河鄉,都蘭村
5857,臺東縣,東河鄉,隆昌村
5858,臺東縣,池上鄉,大坡村
5859,臺東縣,池上鄉,大埔村
5860,臺東縣,池上鄉,富興村
5861,臺東縣,池上鄉,慶豐村
5862,臺東縣,池上鄉,振興村
5863,臺東縣,池上鄉,新興村
5864,臺東縣,池上鄉,福原村
5865,臺東縣,池上鄉,福文村
5866,臺東縣,池上鄉,萬安村
5867,臺東縣,池上鄉,錦園村
5868,臺東縣,海端鄉,利稻村
5869,臺東縣,海端鄉,加拿村
5870,臺東縣,海端鄉,崁頂村
5871,臺東縣,海端鄉,廣原村
5872,臺東縣,海端鄉,海端村
5873,臺東縣,海端鄉,霧鹿村
5874,臺東縣,綠島鄉,中寮村
5875,臺東縣,綠島鄉,公舘村
5876,臺東縣,綠島鄉,南寮村
5877,臺東縣,臺東市,中山里
5878,臺東縣,臺東市,中心里
5879,臺東縣,臺東市,中正里
5880,臺東縣,臺東市,中華里
5881,臺東縣,臺東市,仁愛里
5882,臺東縣,臺東市,光明里
5883,臺東縣,臺東市,卑南里
5884,臺東縣,臺東市,南榮里
5885,臺東縣,臺東市,南王里
5886,臺東縣,臺東市,四維里
5887,臺東縣,臺東市,大同里
5888,臺東縣,臺東市,富岡里
5889,臺東縣,臺東市,富豐里
5890,臺東縣,臺東市,寶桑里
5891,臺東縣,臺東市,岩灣里
5892,臺東縣,臺東市,康樂里
5893,臺東縣,臺東市,建和里
5894,臺東縣,臺東市,建國里
5895,臺東縣,臺東市,建業里
5896,臺東縣,臺東市,建興里
5897,臺東縣,臺東市,建農里
5898,臺東縣,臺東市,強國里
5899,臺東縣,臺東市,復國里
5900,臺東縣,臺東市,復興里
5901,臺東縣,臺東市,成功里
5902,臺東縣,臺東市,文化里
5903,臺東縣,臺東市,新園里
5904,臺東縣,臺東市,新生里
5905,臺東縣,臺東市,新興里
5906,臺東縣,臺東市,東海里
5907,臺東縣,臺東市,民族里
5908,臺東縣,臺東市,民權里
5909,臺東縣,臺東市,民生里
5910,臺東縣,臺東市,永樂里
5911,臺東縣,臺東市,知本里
5912,臺東縣,臺東市,自強里
5913,臺東縣,臺東市,興國里
5914,臺東縣,臺東市,豐原里
5915,臺東縣,臺東市,豐年里
5916,臺東縣,臺東市,豐榮里
5917,臺東縣,臺東市,豐樂里
5918,臺東縣,臺東市,豐田里
5919,臺東縣,臺東市,豐谷里
5920,臺東縣,臺東市,豐里里
5921,臺東縣,臺東市,鐵花里
5922,臺東縣,臺東市,馬蘭里
5923,臺東縣,蘭嶼鄉,朗島村
5924,臺東縣,蘭嶼鄉,東清村
5925,臺東縣,蘭嶼鄉,椰油村
5926,臺東縣,蘭嶼鄉,紅頭村
5927,臺東縣,達仁鄉,南田村
5928,臺東縣,達仁鄉,台坂村
5929,臺東縣,達仁鄉,土坂村
5930,臺東縣,達仁鄉,安朔村
5931,臺東縣,達仁鄉,新化村
5932,臺東縣,達仁鄉,森永村
5933,臺東縣,金峰鄉,嘉蘭村
5934,臺東縣,金峰鄉,新興村
5935,臺東縣,金峰鄉,正興村
5936,臺東縣,金峰鄉,歷坵村
5937,臺東縣,金峰鄉,賓茂村
5938,臺東縣,長濱鄉,三間村
5939,臺東縣,長濱鄉,寧埔村
5940,臺東縣,長濱鄉,忠勇村
5941,臺東縣,長濱鄉,樟原村
5942,臺東縣,長濱鄉,竹湖村
5943,臺東縣,長濱鄉,長濱村
5944,臺東縣,關山鎮,中福里
5945,臺東縣,關山鎮,德高里
5946,臺東縣,關山鎮,新福里
5947,臺東縣,關山鎮,月眉里
5948,臺東縣,關山鎮,豐泉里
5949,臺東縣,關山鎮,里壠里
5950,臺東縣,關山鎮,電光里
5951,臺東縣,鹿野鄉,永安村
5952,臺東縣,鹿野鄉,瑞和村
5953,臺東縣,鹿野鄉,瑞源村
5954,臺東縣,鹿野鄉,瑞豐村
5955,臺東縣,鹿野鄉,瑞隆村
5956,臺東縣,鹿野鄉,鹿野村
5957,臺東縣,鹿野鄉,龍田村
5958,花蓮縣,光復鄉,北富村
5959,花蓮縣,光復鄉,南富村
5960,花蓮縣,光復鄉,大全村
5961,花蓮縣,光復鄉,大同村
5962,花蓮縣,光復鄉,大安村
5963,花蓮縣,光復鄉,大富村
5964,花蓮縣,光復鄉,大平村
5965,花蓮縣,光復鄉,大興村
5966,花蓮縣,光復鄉,大華村
5967,花蓮縣,光復鄉,大豐村
5968,花蓮縣,光復鄉,大進村
5969,花蓮縣,光復鄉,大馬村
5970,花蓮縣,光復鄉,東富村
5971,花蓮縣,光復鄉,西富村
5972,花蓮縣,卓溪鄉,卓清村
5973,花蓮縣,卓溪鄉,卓溪村
5974,花蓮縣,卓溪鄉,古風村
5975,花蓮縣,卓溪鄉,太平村
5976,花蓮縣,卓溪鄉,崙山村
5977,花蓮縣,卓溪鄉,立山村
5978,花蓮縣,吉安鄉,仁和村
5979,花蓮縣,吉安鄉,仁安村
5980,花蓮縣,吉安鄉,仁里村
5981,花蓮縣,吉安鄉,光華村
5982,花蓮縣,吉安鄉,勝安村
5983,花蓮縣,吉安鄉,北昌村
5984,花蓮縣,吉安鄉,南昌村
5985,花蓮縣,吉安鄉,南華村
5986,花蓮縣,吉安鄉,吉安村
5987,花蓮縣,吉安鄉,太昌村
5988,花蓮縣,吉安鄉,宜昌村
5989,花蓮縣,吉安鄉,干城村
5990,花蓮縣,吉安鄉,慶豐村
5991,花蓮縣,吉安鄉,東昌村
5992,花蓮縣,吉安鄉,永安村
5993,花蓮縣,吉安鄉,永興村
5994,花蓮縣,吉安鄉,福興村
5995,花蓮縣,吉安鄉,稻香村
5996,花蓮縣,壽豐鄉,光榮村
5997,花蓮縣,壽豐鄉,共和村
5998,花蓮縣,壽豐鄉,壽豐村
5999,花蓮縣,壽豐鄉,平和村
6000,花蓮縣,壽豐鄉,志學村
6001,花蓮縣,壽豐鄉,月眉村
6002,花蓮縣,壽豐鄉,樹湖村
6003,花蓮縣,壽豐鄉,水璉村
6004,花蓮縣,壽豐鄉,池南村
6005,花蓮縣,壽豐鄉,溪口村
6006,花蓮縣,壽豐鄉,米棧村
6007,花蓮縣,壽豐鄉,豐坪村
6008,花蓮縣,壽豐鄉,豐山村
6009,花蓮縣,壽豐鄉,豐裡村
6010,花蓮縣,壽豐鄉,鹽寮村
6011,花蓮縣,富里鄉,吳江村
6012,花蓮縣,富里鄉,學田村
6013,花蓮縣,富里鄉,富南村
6014,花蓮縣,富里鄉,富里村
6015,花蓮縣,富里鄉,新興村
6016,花蓮縣,富里鄉,明里村
6017,花蓮縣,富里鄉,東里村
6018,花蓮縣,富里鄉,永豐村
6019,花蓮縣,富里鄉,石牌村
6020,花蓮縣,富里鄉,竹田村
6021,花蓮縣,富里鄉,羅山村
6022,花蓮縣,富里鄉,萬寧村
6023,花蓮縣,富里鄉,豐南村
6024,花蓮縣,新城鄉,佳林村
6025,花蓮縣,新城鄉,北埔村
6026,花蓮縣,新城鄉,嘉新村
6027,花蓮縣,新城鄉,嘉里村
6028,花蓮縣,新城鄉,大漢村
6029,花蓮縣,新城鄉,康樂村
6030,花蓮縣,新城鄉,新城村
6031,花蓮縣,新城鄉,順安村
6032,花蓮縣,玉里鎮,三民里
6033,花蓮縣,玉里鎮,中城里
6034,花蓮縣,玉里鎮,啟模里
6035,花蓮縣,玉里鎮,國武里
6036,花蓮縣,玉里鎮,大禹里
6037,花蓮縣,玉里鎮,德武里
6038,花蓮縣,玉里鎮,春日里
6039,花蓮縣,玉里鎮,東豐里
6040,花蓮縣,玉里鎮,松浦里
6041,花蓮縣,玉里鎮,樂合里
6042,花蓮縣,玉里鎮,永昌里
6043,花蓮縣,玉里鎮,泰昌里
6044,花蓮縣,玉里鎮,源城里
6045,花蓮縣,玉里鎮,觀音里
6046,花蓮縣,玉里鎮,長良里
6047,花蓮縣,瑞穗鄉,奇美村
6048,花蓮縣,瑞穗鄉,富民村
6049,花蓮縣,瑞穗鄉,富源村
6050,花蓮縣,瑞穗鄉,富興村
6051,花蓮縣,瑞穗鄉,瑞北村
6052,花蓮縣,瑞穗鄉,瑞祥村
6053,花蓮縣,瑞穗鄉,瑞穗村
6054,花蓮縣,瑞穗鄉,瑞美村
6055,花蓮縣,瑞穗鄉,瑞良村
6056,花蓮縣,瑞穗鄉,舞鶴村
6057,花蓮縣,瑞穗鄉,鶴岡村
6058,花蓮縣,秀林鄉,佳民村
6059,花蓮縣,秀林鄉,和平村
6060,花蓮縣,秀林鄉,富世村
6061,花蓮縣,秀林鄉,崇德村
6062,花蓮縣,秀林鄉,文蘭村
6063,花蓮縣,秀林鄉,景美村
6064,花蓮縣,秀林鄉,水源村
6065,花蓮縣,秀林鄉,秀林村
6066,花蓮縣,秀林鄉,銅門村
6067,花蓮縣,花蓮市,主信里
6068,花蓮縣,花蓮市,主力里
6069,花蓮縣,花蓮市,主勤里
6070,花蓮縣,花蓮市,主和里
6071,花蓮縣,花蓮市,主商里
6072,花蓮縣,花蓮市,主學里
6073,花蓮縣,花蓮市,主安里
6074,花蓮縣,花蓮市,主工里
6075,花蓮縣,花蓮市,主權里
6076,花蓮縣,花蓮市,主睦里
6077,花蓮縣,花蓮市,主義里
6078,花蓮縣,花蓮市,主計里
6079,花蓮縣,花蓮市,主農里
6080,花蓮縣,花蓮市,國光里
6081,花蓮縣,花蓮市,國威里
6082,花蓮縣,花蓮市,國安里
6083,花蓮縣,花蓮市,國富里
6084,花蓮縣,花蓮市,國強里
6085,花蓮縣,花蓮市,國慶里
6086,花蓮縣,花蓮市,國治里
6087,花蓮縣,花蓮市,國盛里
6088,花蓮縣,花蓮市,國福里
6089,花蓮縣,花蓮市,國聯里
6090,花蓮縣,花蓮市,國興里
6091,花蓮縣,花蓮市,國華里
6092,花蓮縣,花蓮市,國裕里
6093,花蓮縣,花蓮市,國防里
6094,花蓮縣,花蓮市,國風里
6095,花蓮縣,花蓮市,國魂里
6096,花蓮縣,花蓮市,民主里
6097,花蓮縣,花蓮市,民享里
6098,花蓮縣,花蓮市,民勤里
6099,花蓮縣,花蓮市,民孝里
6100,花蓮縣,花蓮市,民德里
6101,花蓮縣,花蓮市,民心里
6102,花蓮縣,花蓮市,民意里
6103,花蓮縣,花蓮市,民政里
6104,花蓮縣,花蓮市,民族里
6105,花蓮縣,花蓮市,民有里
6106,花蓮縣,花蓮市,民樂里
6107,花蓮縣,花蓮市,民權里
6108,花蓮縣,花蓮市,民生里
6109,花蓮縣,花蓮市,民立里
6110,花蓮縣,花蓮市,民運里
6111,花蓮縣,萬榮鄉,明利村
6112,花蓮縣,萬榮鄉,紅葉村
6113,花蓮縣,萬榮鄉,萬榮村
6114,花蓮縣,萬榮鄉,西林村
6115,花蓮縣,萬榮鄉,見晴村
6116,花蓮縣,萬榮鄉,馬遠村
6117,花蓮縣,豐濱鄉,新社村
6118,花蓮縣,豐濱鄉,港口村
6119,花蓮縣,豐濱鄉,磯崎村
6120,花蓮縣,豐濱鄉,豐濱村
6121,花蓮縣,豐濱鄉,靜浦村
6122,花蓮縣,鳳林鎮,北林里
6123,花蓮縣,鳳林鎮,南平里
6124,花蓮縣,鳳林鎮,大榮里
6125,花蓮縣,鳳林鎮,山興里
6126,花蓮縣,鳳林鎮,林榮里
6127,花蓮縣,鳳林鎮,森榮里
6128,花蓮縣,鳳林鎮,長橋里
6129,花蓮縣,鳳林鎮,鳳仁里
6130,花蓮縣,鳳林鎮,鳳信里
6131,花蓮縣,鳳林鎮,鳳智里
6132,花蓮縣,鳳林鎮,鳳禮里
6133,花蓮縣,鳳林鎮,鳳義里
6134,苗栗縣,三灣鄉,三灣村
6135,苗栗縣,三灣鄉,內灣村
6136,苗栗縣,三灣鄉,北埔村
6137,苗栗縣,三灣鄉,大坪村
6138,苗栗縣,三灣鄉,大河村
6139,苗栗縣,三灣鄉,永和村
6140,苗栗縣,三灣鄉,銅鏡村
6141,苗栗縣,三灣鄉,頂寮村
6142,苗栗縣,三義鄉,勝興村
6143,苗栗縣,三義鄉,双湖村
6144,苗栗縣,三義鄉,双潭村
6145,苗栗縣,三義鄉,廣盛村
6146,苗栗縣,三義鄉,西湖村
6147,苗栗縣,三義鄉,鯉魚潭村
6148,苗栗縣,三義鄉,龍騰村
6149,苗栗縣,公館鄉,中義村
6150,苗栗縣,公館鄉,五谷村
6151,苗栗縣,公館鄉,仁安村
6152,苗栗縣,公館鄉,北河村
6153,苗栗縣,公館鄉,南河村
6154,苗栗縣,公館鄉,大坑村
6155,苗栗縣,公館鄉,尖山村
6156,苗栗縣,公館鄉,玉泉村
6157,苗栗縣,公館鄉,玉谷村
6158,苗栗縣,公館鄉,石墻村
6159,苗栗縣,公館鄉,福基村
6160,苗栗縣,公館鄉,福德村
6161,苗栗縣,公館鄉,福星村
6162,苗栗縣,公館鄉,開礦村
6163,苗栗縣,公館鄉,館中村
6164,苗栗縣,公館鄉,館南村
6165,苗栗縣,公館鄉,館東村
6166,苗栗縣,公館鄉,鶴山村
6167,苗栗縣,公館鄉,鶴岡村
6168,苗栗縣,卓蘭鎮,上新里
6169,苗栗縣,卓蘭鎮,中街里
6170,苗栗縣,卓蘭鎮,內灣里
6171,苗栗縣,卓蘭鎮,坪林里
6172,苗栗縣,卓蘭鎮,新厝里
6173,苗栗縣,卓蘭鎮,新榮里
6174,苗栗縣,卓蘭鎮,景山里
6175,苗栗縣,卓蘭鎮,老庄里
6176,苗栗縣,卓蘭鎮,苗豐里
6177,苗栗縣,卓蘭鎮,西坪里
6178,苗栗縣,卓蘭鎮,西坪里、坪林里
6179,苗栗縣,卓蘭鎮,豐田里
6180,苗栗縣,南庄鄉,南富村
6181,苗栗縣,南庄鄉,南江村
6182,苗栗縣,南庄鄉,員林村
6183,苗栗縣,南庄鄉,東村
6184,苗栗縣,南庄鄉,東河村
6185,苗栗縣,南庄鄉,獅山村
6186,苗栗縣,南庄鄉,田美村
6187,苗栗縣,南庄鄉,蓬萊村
6188,苗栗縣,南庄鄉,西村
6189,苗栗縣,大湖鄉,南湖村
6190,苗栗縣,大湖鄉,大南村
6191,苗栗縣,大湖鄉,大寮村
6192,苗栗縣,大湖鄉,大湖村
6193,苗栗縣,大湖鄉,富興村
6194,苗栗縣,大湖鄉,新開村
6195,苗栗縣,大湖鄉,明湖村
6196,苗栗縣,大湖鄉,東興村
6197,苗栗縣,大湖鄉,栗林村
6198,苗栗縣,大湖鄉,武榮村
6199,苗栗縣,大湖鄉,義和村
6200,苗栗縣,大湖鄉,靜湖村
6201,苗栗縣,後龍鎮,中和里
6202,苗栗縣,後龍鎮,中龍里
6203,苗栗縣,後龍鎮,北龍里
6204,苗栗縣,後龍鎮,南港里
6205,苗栗縣,後龍鎮,南龍里
6206,苗栗縣,後龍鎮,埔頂里
6207,苗栗縣,後龍鎮,外埔里
6208,苗栗縣,後龍鎮,大山里
6209,苗栗縣,後龍鎮,大庄里
6210,苗栗縣,後龍鎮,復興里
6211,苗栗縣,後龍鎮,新民里
6212,苗栗縣,後龍鎮,東明里
6213,苗栗縣,後龍鎮,校椅里
6214,苗栗縣,後龍鎮,水尾里
6215,苗栗縣,後龍鎮,海埔里
6216,苗栗縣,後龍鎮,海寶里
6217,苗栗縣,後龍鎮,溪洲里
6218,苗栗縣,後龍鎮,灣寶里
6219,苗栗縣,後龍鎮,福寧里
6220,苗栗縣,後龍鎮,秀水里
6221,苗栗縣,後龍鎮,豐富里
6222,苗栗縣,後龍鎮,龍坑里
6223,苗栗縣,後龍鎮,龍津里
6224,苗栗縣,泰安鄉,中興村
6225,苗栗縣,泰安鄉,八卦村
6226,苗栗縣,泰安鄉,士林村
6227,苗栗縣,泰安鄉,大興村
6228,苗栗縣,泰安鄉,梅園村
6229,苗栗縣,泰安鄉,清安村
6230,苗栗縣,泰安鄉,象鼻村
6231,苗栗縣,泰安鄉,錦水村
6232,苗栗縣,獅潭鄉,和興村
6233,苗栗縣,獅潭鄉,新店村
6234,苗栗縣,獅潭鄉,新豐村
6235,苗栗縣,獅潭鄉,永興村
6236,苗栗縣,獅潭鄉,百壽村
6237,苗栗縣,獅潭鄉,竹木村
6238,苗栗縣,獅潭鄉,豐林村
6239,苗栗縣,竹南鎮,中港里
6240,苗栗縣,竹南鎮,中美里
6241,苗栗縣,竹南鎮,中英里
6242,苗栗縣,竹南鎮,中華里
6243,苗栗縣,竹南鎮,佳興里
6244,苗栗縣,竹南鎮,公義里
6245,苗栗縣,竹南鎮,公舘里
6246,苗栗縣,竹南鎮,大厝里
6247,苗栗縣,竹南鎮,大埔里
6248,苗栗縣,竹南鎮,天文里
6249,苗栗縣,竹南鎮,山佳里
6250,苗栗縣,竹南鎮,崎頂里
6251,苗栗縣,竹南鎮,新南里
6252,苗栗縣,竹南鎮,正南里
6253,苗栗縣,竹南鎮,海口里
6254,苗栗縣,竹南鎮,港墘里
6255,苗栗縣,竹南鎮,照南里
6256,苗栗縣,竹南鎮,營盤里
6257,苗栗縣,竹南鎮,竹南里
6258,苗栗縣,竹南鎮,竹興里
6259,苗栗縣,竹南鎮,聖福里
6260,苗栗縣,竹南鎮,開元里
6261,苗栗縣,竹南鎮,頂埔里
6262,苗栗縣,竹南鎮,龍山里
6263,苗栗縣,竹南鎮,龍鳳里
6264,苗栗縣,苑裡鎮,上舘里
6265,苗栗縣,苑裡鎮,中正里
6266,苗栗縣,苑裡鎮,南勢里
6267,苗栗縣,苑裡鎮,客庄里
6268,苗栗縣,苑裡鎮,山柑里
6269,苗栗縣,苑裡鎮,山脚里
6270,苗栗縣,苑裡鎮,房裡里
6271,苗栗縣,苑裡鎮,新復里
6272,苗栗縣,苑裡鎮,水坡里
6273,苗栗縣,苑裡鎮,泰田里
6274,苗栗縣,苑裡鎮,海岸里
6275,苗栗縣,苑裡鎮,玉田里
6276,苗栗縣,苑裡鎮,田心里
6277,苗栗縣,苑裡鎮,石鎮里
6278,苗栗縣,苑裡鎮,社苓里
6279,苗栗縣,苑裡鎮,福田里
6280,苗栗縣,苑裡鎮,舊社里
6281,苗栗縣,苑裡鎮,苑北里
6282,苗栗縣,苑裡鎮,苑南里
6283,苗栗縣,苑裡鎮,苑坑里
6284,苗栗縣,苑裡鎮,苑東里
6285,苗栗縣,苑裡鎮,苑港里
6286,苗栗縣,苑裡鎮,蕉埔里
6287,苗栗縣,苑裡鎮,西勢里
6288,苗栗縣,苑裡鎮,西平里
6289,苗栗縣,苗栗市,上苗里
6290,苗栗縣,苗栗市,中苗里
6291,苗栗縣,苗栗市,勝利里
6292,苗栗縣,苗栗市,北苗里
6293,苗栗縣,苗栗市,南勢里
6294,苗栗縣,苗栗市,嘉新里
6295,苗栗縣,苗栗市,嘉盛里
6296,苗栗縣,苗栗市,大同里
6297,苗栗縣,苗栗市,建功里
6298,苗栗縣,苗栗市,恭敬里
6299,苗栗縣,苗栗市,文山里
6300,苗栗縣,苗栗市,文聖里
6301,苗栗縣,苗栗市,新川里
6302,苗栗縣,苗栗市,新苗里
6303,苗栗縣,苗栗市,新英里
6304,苗栗縣,苗栗市,水源里
6305,苗栗縣,苗栗市,清華里
6306,苗栗縣,苗栗市,玉清里
6307,苗栗縣,苗栗市,玉苗里
6308,苗栗縣,苗栗市,玉華里
6309,苗栗縣,苗栗市,福安里
6310,苗栗縣,苗栗市,福星里
6311,苗栗縣,苗栗市,福麗里
6312,苗栗縣,苗栗市,綠苗里
6313,苗栗縣,苗栗市,維新里
6314,苗栗縣,苗栗市,維祥里
6315,苗栗縣,苗栗市,青苗里
6316,苗栗縣,苗栗市,高苗里
6317,苗栗縣,西湖鄉,三湖村
6318,苗栗縣,西湖鄉,下埔村
6319,苗栗縣,西湖鄉,二湖村
6320,苗栗縣,西湖鄉,五湖村
6321,苗栗縣,西湖鄉,四湖村
6322,苗栗縣,西湖鄉,湖東村
6323,苗栗縣,西湖鄉,金獅村
6324,苗栗縣,西湖鄉,高埔村
6325,苗栗縣,西湖鄉,龍洞村
6326,苗栗縣,通霄鎮,五北里
