"Combined_Key","Last_Update","Confirmed","Deaths","Recovered","Incident_Rate","Case_Fatality_Ratio"
"Prairie, Arkansas, US","2021-04-01 04:27:05",887,20,,11002.23269660134,2.254791431792559
"Pulaski, Arkansas, US","2021-04-01 04:27:05",38317,627,,9776.964667998602,1.6363494010491426
"Randolph, Arkansas, US","2021-04-01 04:27:05",2061,47,,11476.779151353157,2.280446385249878
"Saline, Arkansas, US","2021-04-01 04:27:05",11724,165,,9575.536806684257,1.4073694984646878
"Scott, Arkansas, US","2021-04-01 04:27:05",927,14,,9016.632623285672,1.5102481121898597
"Searcy, Arkansas, US","2021-04-01 04:27:05",671,16,,8514.147950767669,2.3845007451564832
"Sebastian, Arkansas, US","2021-04-01 04:27:05",15036,272,,11762.77312304912,1.8089917531258315
"Sevier, Arkansas, US","2021-04-01 04:27:05",2778,24,,16334.450520373965,0.8639308855291576
"Sharp, Arkansas, US","2021-04-01 04:27:05",1550,45,,8886.595573902076,2.9032258064516134
"St. Francis, Arkansas, US","2021-04-01 04:27:05",3513,41,,14055.3732895895,1.1670936521491602
"Stone, Arkansas, US","2021-04-01 04:27:05",982,29,,7852.230929154006,2.9531568228105907
"Unassigned, Arkansas, US","2021-04-01 04:27:05",2791,0,,,0.0
"Union, Arkansas, US","2021-04-01 04:27:05",3938,110,,10180.44568533168,2.793296089385475
"Van Buren, Arkansas, US","2021-04-01 04:27:05",1245,21,,7524.932003626474,1.686746987951807
"Washington, Arkansas, US","2021-04-01 04:27:05",30202,343,,12626.940427364363,1.135686378385537
"White, Arkansas, US","2021-04-01 04:27:05",7799,116,,9903.114801975798,1.487370175663547
"Woodruff, Arkansas, US","2021-04-01 04:27:05",633,12,,10015.822784810129,1.895734597156398
"Yell, Arkansas, US","2021-04-01 04:27:05",3406,64,,15959.889414741578,1.8790369935408104
"Alameda, California, US","2021-04-01 04:27:05",83395,1423,,4989.741696577993,1.7063373103903112
"Alpine, California, US","2021-04-01 04:27:05",88,0,,7794.508414526129,0.0
"Amador, California, US","2021-04-01 04:27:05",3551,45,,8932.88388005635,1.267248662348634
"Butte, California, US","2021-04-01 04:27:05",11296,193,,5153.613825700547,1.7085694050991502
"Calaveras, California, US","2021-04-01 04:27:05",2009,51,,4376.429582834114,2.538576406172225
"Colusa, California, US","2021-04-01 04:27:05",2165,16,,10047.802478303243,0.7390300230946882
"Contra Costa, California, US","2021-04-01 04:27:05",65303,767,,5661.164117670516,1.1745249069721146
"Del Norte, California, US","2021-04-01 04:27:05",1149,6,,4131.3102258018125,0.5221932114882507
"El Dorado, California, US","2021-04-01 04:27:05",9447,107,,4898.803690048379,1.1326346988461946
"Fresno, California, US","2021-04-01 04:27:05",99156,1609,,9924.522145408722,1.6226955504457623
"Glenn, California, US","2021-04-01 04:27:05",2310,25,,8135.808121720142,1.0822510822510822
"Humboldt, California, US","2021-04-01 04:27:05",3476,36,,2564.216055120317,1.0356731875719218
"Imperial, California, US","2021-04-01 04:27:05",27471,715,,15159.341114146182,2.602744712606021
"Inyo, California, US","2021-04-01 04:27:05",1397,37,,7744.331725705416,2.6485325697924123
"Kern, California, US","2021-04-01 04:27:05",106155,1247,,11792.353271821214,1.174697376477792
"Kings, California, US","2021-04-01 04:27:05",22617,241,,14788.152216555512,1.0655701463500906
"Lake, California, US","2021-04-01 04:27:05",3330,43,,5171.931786413195,1.2912912912912913
"Lassen, California, US","2021-04-01 04:27:05",5652,24,,18486.900206064176,0.4246284501061571
"Los Angeles, California, US","2021-04-01 04:27:05",1219562,23143,,12148.11237692755,1.8976485000352583
"Madera, California, US","2021-04-01 04:27:05",16003,234,,10171.807763448105,1.4622258326563768
"Marin, California, US","2021-04-01 04:27:05",13679,221,,5285.017733921631,1.6156151765479934
"Mariposa, California, US","2021-04-01 04:27:05",410,7,,2383.305237458583,1.7073170731707317
"Mendocino, California, US","2021-04-01 04:27:05",3941,46,,4542.991850050144,1.1672164425272773
"Merced, California, US","2021-04-01 04:27:05",30558,435,,11004.753673292998,1.4235224818378167
"Modoc, California, US","2021-04-01 04:27:05",474,4,,5361.384458771632,0.8438818565400844
"Mono, California, US","2021-04-01 04:27:05",1264,4,,8751.038493492108,0.3164556962025317
"Monterey, California, US","2021-04-01 04:27:05",42934,341,,9891.236485194477,0.7942423254297294
"Napa, California, US","2021-04-01 04:27:05",9394,78,,6819.897781391567,0.8303172237598467
"Nevada, California, US","2021-04-01 04:27:05",4272,74,,4282.492105658865,1.7322097378277153
"Orange, California, US","2021-04-01 04:27:05",266233,4744,,8383.464139469444,1.7818978113156518
"Placer, California, US","2021-04-01 04:27:05",20952,274,,5259.973539461099,1.3077510500190912
"Plumas, California, US","2021-04-01 04:27:05",682,6,,3626.309352900516,0.8797653958944281
"Riverside, California, US","2021-04-01 04:27:05",294461,4315,,11918.863279615114,1.4653893045258966
"Sacramento, California, US","2021-04-01 04:27:05",97718,1603,,6296.027596906816,1.6404347203176488
"San Benito, California, US","2021-04-01 04:27:05",5870,61,,9345.943191950071,1.039182282793867
"San Bernardino, California, US","2021-04-01 04:27:05",290954,4343,,13345.993390165979,1.4926758181705702
"San Diego, California, US","2021-04-01 04:27:05",270287,3555,,8096.473386393795,1.3152685848745962
"San Francisco, California, US","2021-04-01 04:27:05",35325,474,,4007.151048892347,1.3418259023354564
"San Joaquin, California, US","2021-04-01 04:27:05",69796,1278,,9157.801371912017,1.8310504899994269
"San Luis Obispo, California, US","2021-04-01 04:27:05",20475,255,,7232.14569550459,1.2454212454212454
"San Mateo, California, US","2021-04-01 04:27:05",40385,547,,5268.252338655288,1.3544632908258016
"Santa Barbara, California, US","2021-04-01 04:27:05",33134,441,,7420.845287447452,1.330959135631074
"Santa Clara, California, US","2021-04-01 04:27:05",114570,1942,,5942.883582349681,1.6950336039102731
"Santa Cruz, California, US","2021-04-01 04:27:05",15363,201,,5623.085285107224,1.3083382151923453
"Shasta, California, US","2021-04-01 04:27:05",11353,207,,6304.420257663261,1.823306614991632
"Sierra, California, US","2021-04-01 04:27:05",106,0,,3527.454242928453,0.0
"Siskiyou, California, US","2021-04-01 04:27:05",1878,16,,4313.3742162199405,0.8519701810436635
"Solano, California, US","2021-04-01 04:27:05",31189,232,,6967.382490064628,0.7438519991022476
"Sonoma, California, US","2021-04-01 04:27:05",29235,311,,5913.993720870016,1.0637933983239267
"Stanislaus, California, US","2021-04-01 04:27:05",58969,1000,,10708.78582065158,1.6958062710915904
"Sutter, California, US","2021-04-01 04:27:05",9134,106,,9419.310928009405,1.1604992336325817
"Tehama, California, US","2021-04-01 04:27:05",5282,54,,8115.66590867187,1.0223400227186672
"Trinity, California, US","2021-04-01 04:27:05",391,5,,3182.743182743183,1.278772378516624
"Tulare, California, US","2021-04-01 04:27:05",49039,815,,10518.988835144091,1.6619425355329431
"Tuolumne, California, US","2021-04-01 04:27:05",4034,62,,7404.8239656375035,1.536936043629152
"Unassigned, California, US","2021-04-01 04:27:05",0,0,,,
"Ventura, California, US","2021-04-01 04:27:05",79668,981,,9416.95448968447,1.2313601446000904
"Yolo, California, US","2021-04-01 04:27:05",13353,198,,6055.782312925171,1.4828128510447092
"Yuba, California, US","2021-04-01 04:27:05",5983,42,,7605.379569837799,0.7019889687447769
"Adams, Colorado, US","2021-04-01 04:27:05",51362,638,,9926.539510379362,1.2421634671547055
"Alamosa, Colorado, US","2021-04-01 04:27:05",1347,29,,8297.91166143042,2.1529324424647363
"Arapahoe, Colorado, US","2021-04-01 04:27:05",51970,683,,7915.137300293943,1.314219742158938
"Archuleta, Colorado, US","2021-04-01 04:27:05",748,1,,5331.8126737472385,0.13368983957219252
"Baca, Colorado, US","2021-04-01 04:27:05",278,4,,7763.19463836917,1.4388489208633093
"Bent, Colorado, US","2021-04-01 04:27:05",1483,21,,26591.35736058813,1.416048550236008
"Boulder, Colorado, US","2021-04-01 04:27:05",20593,227,,6313.075574194656,1.102316321079979
"Broomfield, Colorado, US","2021-04-01 04:27:05",4187,74,,5941.956999929042,1.7673752089801766
"Chaffee, Colorado, US","2021-04-01 04:27:05",1503,24,,7383.57241108273,1.5968063872255491
"Cheyenne, Colorado, US","2021-04-01 04:27:05",125,6,,6826.8705625341345,4.8
"Clear Creek, Colorado, US","2021-04-01 04:27:05",402,2,,4144.329896907217,0.4975124378109453
"Conejos, Colorado, US","2021-04-01 04:27:05",460,10,,5606.337599024985,2.1739130434782608
"Costilla, Colorado, US","2021-04-01 04:27:05",203,2,,5222.536660663751,0.9852216748768472
"Crowley, Colorado, US","2021-04-01 04:27:05",2140,14,,35307.704999175054,0.6542056074766355
"Custer, Colorado, US","2021-04-01 04:27:05",173,1,,3413.575374901341,0.5780346820809249
"Delta, Colorado, US","2021-04-01 04:27:05",2542,60,,8157.371157178614,2.3603461841070024
"Denver, Colorado, US","2021-04-01 04:27:05",64378,782,,8852.72637515109,1.2147006741433408
"Dolores, Colorado, US","2021-04-01 04:27:05",67,0,,3260.3406326034064,0.0
"Douglas, Colorado, US","2021-04-01 04:27:05",23752,229,,6763.983893106729,0.9641293364769282
"Eagle, Colorado, US","2021-04-01 04:27:05",5738,22,,10408.692655141764,0.3834088532589753
"El Paso, Colorado, US","2021-04-01 04:27:05",56607,758,,7857.685212304779,1.3390570070839296
"Elbert, Colorado, US","2021-04-01 04:27:05",1421,12,,5316.323094765985,0.8444757213230121
"Fremont, Colorado, US","2021-04-01 04:27:05",5647,53,,11804.176508706285,0.9385514432442004
"Garfield, Colorado, US","2021-04-01 04:27:05",5414,38,,9014.168928256271,0.7018840044329516
"Gilpin, Colorado, US","2021-04-01 04:27:05",188,3,,3011.372737465962,1.5957446808510638
"Grand, Colorado, US","2021-04-01 04:27:05",1335,6,,8484.80996567942,0.44943820224719105
"Gunnison, Colorado, US","2021-04-01 04:27:05",1252,6,,7169.854541289657,0.4792332268370607
"Hinsdale, Colorado, US","2021-04-01 04:27:05",17,0,,2073.170731707317,0.0
"Huerfano, Colorado, US","2021-04-01 04:27:05",335,16,,4857.184283021604,4.776119402985074
"Jackson, Colorado, US","2021-04-01 04:27:05",52,0,,3735.632183908046,0.0
"Jefferson, Colorado, US","2021-04-01 04:27:05",40391,733,,6929.544795592926,1.8147607140204498
"Kiowa, Colorado, US","2021-04-01 04:27:05",92,3,,6543.3854907539135,3.260869565217391
"Kit Carson, Colorado, US","2021-04-01 04:27:05",586,11,,8257.010004227139,1.877133105802048
"La Plata, Colorado, US","2021-04-01 04:27:05",3330,37,,5923.053663221927,1.1111111111111112
"Lake, Colorado, US","2021-04-01 04:27:05",699,0,,8600.959763750461,0.0
"Larimer, Colorado, US","2021-04-01 04:27:05",22286,227,,6244.343637835916,1.018576684914296
"Las Animas, Colorado, US","2021-04-01 04:27:05",1040,11,,7169.44712532745,1.0576923076923077
"Lincoln, Colorado, US","2021-04-01 04:27:05",1005,4,,17628.48623048588,0.39800995024875613
"Logan, Colorado, US","2021-04-01 04:27:05",3830,65,,17091.347226560756,1.6971279373368149
"Mesa, Colorado, US","2021-04-01 04:27:05",13712,209,,8891.770961675636,1.5242123687281213
"Mineral, Colorado, US","2021-04-01 04:27:05",86,1,,11183.35500650195,1.162790697674419
"Moffat, Colorado, US","2021-04-01 04:27:05",699,22,,5262.365429496349,3.1473533619456364
"Montezuma, Colorado, US","2021-04-01 04:27:05",1798,23,,6867.0511400527075,1.2791991101223579
"Montrose, Colorado, US","2021-04-01 04:27:05",3328,57,,7783.3387904017945,1.7127403846153846
"Morgan, Colorado, US","2021-04-01 04:27:05",2535,92,,8720.930232558141,3.6291913214990137
"Otero, Colorado, US","2021-04-01 04:27:05",1885,63,,10312.944523470842,3.342175066312997
"Ouray, Colorado, US","2021-04-01 04:27:05",275,3,,5553.311793214863,1.0909090909090908
"Out of CO, Colorado, US","2021-04-01 04:27:05",0,0,,,
"Park, Colorado, US","2021-04-01 04:27:05",609,5,,3231.626426107721,0.8210180623973727
"Phillips, Colorado, US","2021-04-01 04:27:05",350,13,,8206.3305978898,3.7142857142857135
"Pitkin, Colorado, US","2021-04-01 04:27:05",2432,4,,13688.29853098441,0.16447368421052633
"Prowers, Colorado, US","2021-04-01 04:27:05",1169,21,,9604.009201445942,1.7964071856287425
"Pueblo, Colorado, US","2021-04-01 04:27:05",15830,364,,9398.898019284665,2.29943145925458
"Rio Blanco, Colorado, US","2021-04-01 04:27:05",523,4,,8270.082226438963,0.7648183556405354
"Rio Grande, Colorado, US","2021-04-01 04:27:05",756,13,,6709.860655010208,1.7195767195767195
"Routt, Colorado, US","2021-04-01 04:27:05",2069,19,,8070.052266167409,0.918318028032866
"Saguache, Colorado, US","2021-04-01 04:27:05",334,4,,4894.490035169988,1.1976047904191616
"San Juan, Colorado, US","2021-04-01 04:27:05",44,0,,6043.956043956044,0.0
"San Miguel, Colorado, US","2021-04-01 04:27:05",849,0,,10380.242083384275,0.0
"Sedgwick, Colorado, US","2021-04-01 04:27:05",201,2,,8941.281138790035,0.9950248756218906
"Summit, Colorado, US","2021-04-01 04:27:05",3392,7,,10938.054238818484,0.20636792452830188
"Teller, Colorado, US","2021-04-01 04:27:05",1419,14,,5589.2547660311975,0.9866102889358704
"Unassigned, Colorado, US","2021-04-01 04:27:05",57,0,,,0.0
"Washington, Colorado, US","2021-04-01 04:27:05",436,12,,8883.455582722087,2.7522935779816518
"Weld, Colorado, US","2021-04-01 04:27:05",27476,326,,8467.389026539946,1.1864900276605037
"Yuma, Colorado, US","2021-04-01 04:27:05",839,17,,8374.089230462121,2.026221692491061
"Fairfield, Connecticut, US","2021-04-01 04:27:05",89598,2111,,9498.034626197352,2.3560793767718033
"Hartford, Connecticut, US","2021-04-01 04:27:05",75802,2345,,8500.650428385592,3.0935859212157992
"Litchfield, Connecticut, US","2021-04-01 04:27:05",12872,283,,7137.905985038789,2.1985705407085145
"Middlesex, Connecticut, US","2021-04-01 04:27:05",11552,354,,7111.724002068507,3.064404432132964
"New Haven, Connecticut, US","2021-04-01 04:27:05",80542,1999,,9453.680987695918,2.4819348911127115
"New London, Connecticut, US","2021-04-01 04:27:05",20674,423,,7795.449575047322,2.046048176453517
"Tolland, Connecticut, US","2021-04-01 04:27:05",8614,176,,5715.195626355981,2.043185511957279
"Unassigned, Connecticut, US","2021-04-01 04:27:05",1089,11,,,1.0101010101010102
"Windham, Connecticut, US","2021-04-01 04:27:05",9881,187,,8461.064205100101,1.892520999898796
"Kent, Delaware, US","2021-04-01 04:27:05",15527,323,,8588.607524918965,2.0802473111354414
"New Castle, Delaware, US","2021-04-01 04:27:05",55327,778,,9901.870772953343,1.4061850452762663
"Sussex, Delaware, US","2021-04-01 04:27:05",23744,458,,10137.261180488846,1.9289083557951483
"Unassigned, Delaware, US","2021-04-01 04:27:05",204,0,,,0.0
"Diamond Princess, US","2020-08-04 02:27:56",49,0,,,0.0
"District of Columbia, District of Columbia ,US","2021-04-01 04:27:05",44513,1064,,6307.199868508493,2.3903129422865232
"Alachua, Florida, US","2021-04-01 04:27:05",23378,259,,8689.317321023034,1.1078792026691762
"Baker, Florida, US","2021-04-01 04:27:05",3360,62,,11502.909962341664,1.8452380952380956
"Bay, Florida, US","2021-04-01 04:27:05",19387,374,,11096.992072350533,1.9291277660287824
"Bradford, Florida, US","2021-04-01 04:27:05",2921,54,,10357.788730896069,1.8486819582334817
"Brevard, Florida, US","2021-04-01 04:27:05",37190,808,,6178.336118762273,2.172627050282334
"Broward, Florida, US","2021-04-01 04:27:05",214599,2656,,10989.421224532436,1.2376572118229814
"Calhoun, Florida, US","2021-04-01 04:27:05",1658,42,,11754.69691598724,2.5331724969843186
"Charlotte, Florida, US","2021-04-01 04:27:05",11556,392,,6117.198666031443,3.3921772239529244
"Citrus, Florida, US","2021-04-01 04:27:05",10314,429,,6891.759155936575,4.159394997091332
"Clay, Florida, US","2021-04-01 04:27:05",17368,329,,7921.478481382154,1.8942883463841549
"Collier, Florida, US","2021-04-01 04:27:05",32516,498,,8447.86465126188,1.5315536966416534
"Columbia, Florida, US","2021-04-01 04:27:05",7846,162,,10944.954384398628,2.064746367575834
"DeSoto, Florida, US","2021-04-01 04:27:05",4076,87,,10726.03352543354,2.1344455348380764
"Dixie, Florida, US","2021-04-01 04:27:05",1553,22,,9229.763461309878,1.4166130070830651
"Duval, Florida, US","2021-04-01 04:27:05",92562,1304,,9664.475779296376,1.4087854627168817
"Escambia, Florida, US","2021-04-01 04:27:05",34845,664,,10946.669347440908,1.9055818625340797
"Flagler, Florida, US","2021-04-01 04:27:05",6685,96,,5808.951955579114,1.4360508601346298
"Franklin, Florida, US","2021-04-01 04:27:05",1295,17,,10680.41237113402,1.3127413127413128
"Gadsden, Florida, US","2021-04-01 04:27:05",5537,90,,12126.587823039858,1.6254289326350009
"Gilchrist, Florida, US","2021-04-01 04:27:05",1488,38,,8007.749434937034,2.553763440860215
"Glades, Florida, US","2021-04-01 04:27:05",925,19,,6697.55991600898,2.054054054054054
"Gulf, Florida, US","2021-04-01 04:27:05",1916,42,,14047.950729525624,2.1920668058455117
"Hamilton, Florida, US","2021-04-01 04:27:05",1589,23,,11013.307457721095,1.44745122718691
"Hardee, Florida, US","2021-04-01 04:27:05",2903,38,,10776.998180940709,1.3089906992766105
"Hendry, Florida, US","2021-04-01 04:27:05",4466,77,,10627.766408071962,1.7241379310344829
"Hernando, Florida, US","2021-04-01 04:27:05",12385,443,,6386.654290429043,3.5769075494549862
"Highlands, Florida, US","2021-04-01 04:27:05",7655,321,,7206.672880127281,4.193337687785761
"Hillsborough, Florida, US","2021-04-01 04:27:05",121553,1614,,8257.856149046718,1.3278158498761856
"Holmes, Florida, US","2021-04-01 04:27:05",2212,47,,11275.9341387572,2.124773960216998
"Indian River, Florida, US","2021-04-01 04:27:05",11729,282,,7334.154561882907,2.404297041521016
"Jackson, Florida, US","2021-04-01 04:27:05",6060,154,,13056.405394923946,2.541254125412541
"Jefferson, Florida, US","2021-04-01 04:27:05",1432,24,,10051.944405447142,1.675977653631285
"Lafayette, Florida, US","2021-04-01 04:27:05",1606,25,,19069.10472571836,1.5566625155666252
"Lake, Florida, US","2021-04-01 04:27:05",26679,606,,7267.145713367365,2.271449454627235
"Lee, Florida, US","2021-04-01 04:27:05",62713,915,,8138.446904073182,1.4590276338239283
"Leon, Florida, US","2021-04-01 04:27:05",30307,305,,10323.18057646586,1.006368165770284
"Levy, Florida, US","2021-04-01 04:27:05",3094,43,,7454.8827795581055,1.3897866839043311
"Liberty, Florida, US","2021-04-01 04:27:05",1055,16,,12628.680871438833,1.5165876777251184
"Madison, Florida, US","2021-04-01 04:27:05",2032,44,,10987.941383226083,2.1653543307086616
"Manatee, Florida, US","2021-04-01 04:27:05",34769,635,,8622.130523517493,1.826339555351031
"Marion, Florida, US","2021-04-01 04:27:05",29044,919,,7944.6576526551025,3.164164715603911
"Martin, Florida, US","2021-04-01 04:27:05",11371,302,,7062.7329192546595,2.6558789904142115
"Miami-Dade, Florida, US","2021-04-01 04:27:05",445464,5855,,16395.798214167407,1.3143598584846363
"Monroe, Florida, US","2021-04-01 04:27:05",6428,48,,8659.804925365092,0.7467330429371499
"Nassau, Florida, US","2021-04-01 04:27:05",7976,122,,8999.717912552891,1.5295887662988967
"Okaloosa, Florida, US","2021-04-01 04:27:05",19749,351,,9371.35210545796,1.7773051800091144
"Okeechobee, Florida, US","2021-04-01 04:27:05",3749,85,,8890.627964333145,2.2672712723392903
"Orange, Florida, US","2021-04-01 04:27:05",123683,1186,,8876.014387291418,0.9589030020293816
"Osceola, Florida, US","2021-04-01 04:27:05",39604,485,,10539.958642824637,1.2246237753762246
"Palm Beach, Florida, US","2021-04-01 04:27:05",131581,2649,,8790.996612706027,2.0132085939459343
"Pasco, Florida, US","2021-04-01 04:27:05",36391,692,,6569.401043782167,1.9015690692753704
"Pinellas, Florida, US","2021-04-01 04:27:05",72243,1554,,7409.568859769682,2.1510734604044677
"Polk, Florida, US","2021-04-01 04:27:05",61175,1254,,8440.527224235868,2.04985696771557
"Putnam, Florida, US","2021-04-01 04:27:05",6051,135,,8119.858831738705,2.2310361923648983
"Santa Rosa, Florida, US","2021-04-01 04:27:05",17744,278,,9627.101723698272,1.5667267808836791
"Sarasota, Florida, US","2021-04-01 04:27:05",29359,787,,6768.7703750155615,2.6806090125685484
"Seminole, Florida, US","2021-04-01 04:27:05",30052,466,,6369.297156155023,1.55064554771729
"St. Johns, Florida, US","2021-04-01 04:27:05",21337,202,,8061.676339015838,0.9467122838262174
"St. Lucie, Florida, US","2021-04-01 04:27:05",23985,587,,7305.8846105812745,2.447362935167813
"Sumter, Florida, US","2021-04-01 04:27:05",8790,257,,6637.97009515179,2.9237770193401587
"Suwannee, Florida, US","2021-04-01 04:27:05",5215,135,,11741.000067541709,2.588686481303931
"Taylor, Florida, US","2021-04-01 04:27:05",2694,45,,12490.147897445408,1.6703786191536751
"Unassigned, Florida, US","2021-04-01 04:27:05",3561,0,,,0.0
"Union, Florida, US","2021-04-01 04:27:05",1774,70,,11642.711819912056,3.9458850056369785
"Volusia, Florida, US","2021-04-01 04:27:05",38265,717,,6915.978051055154,1.8737749901999217
"Wakulla, Florida, US","2021-04-01 04:27:05",3248,55,,9626.841340881472,1.6933497536945812
"Walton, Florida, US","2021-04-01 04:27:05",7315,83,,9875.659839883356,1.1346548188653451
"Washington, Florida, US","2021-04-01 04:27:05",2673,50,,10493.463667412554,1.8705574261129816
"Appling, Georgia, US","2021-04-01 04:27:05",2255,68,,12264.766670292614,3.0155210643015518
"Atkinson, Georgia, US","2021-04-01 04:27:05",994,17,,12173.91304347826,1.710261569416499
"Bacon, Georgia, US","2021-04-01 04:27:05",1600,36,,14331.780723754926,2.25
"Baker, Georgia, US","2021-04-01 04:27:05",224,9,,7373.27188940092,4.017857142857143
"Baldwin, Georgia, US","2021-04-01 04:27:05",4406,123,,9815.103586544888,2.7916477530640043
"Banks, Georgia, US","2021-04-01 04:27:05",1751,34,,9103.670583341998,1.9417475728155342
"Barrow, Georgia, US","2021-04-01 04:27:05",9472,127,,11379.14464199904,1.3407939189189189
"Bartow, Georgia, US","2021-04-01 04:27:05",13935,214,,12934.15507991609,1.5357014711158952
"Ben Hill, Georgia, US","2021-04-01 04:27:05",2056,76,,12311.377245508982,3.696498054474709
"Berrien, Georgia, US","2021-04-01 04:27:05",1789,41,,9223.075733360827,2.2917831190609284
"Bibb, Georgia, US","2021-04-01 04:27:05",15344,420,,10018.346946637155,2.7372262773722627
"Bleckley, Georgia, US","2021-04-01 04:27:05",1428,50,,11092.985318107669,3.5014005602240896
"Brantley, Georgia, US","2021-04-01 04:27:05",1569,34,,8210.79072688262,2.1669853409815167
"Brooks, Georgia, US","2021-04-01 04:27:05",1366,47,,8837.41993918613,3.4407027818448017
"Bryan, Georgia, US","2021-04-01 04:27:05",3451,36,,8708.70870870871,1.0431758910460736
"Bulloch, Georgia, US","2021-04-01 04:27:05",6611,109,,8304.44176464677,1.6487672061715324
"Burke, Georgia, US","2021-04-01 04:27:05",2473,57,,11048.56364204977,2.304892842701173
"Butts, Georgia, US","2021-04-01 04:27:05",2868,78,,11501.443695861406,2.719665271966527
"Calhoun, Georgia, US","2021-04-01 04:27:05",576,14,,9306.834706737758,2.430555555555556
"Camden, Georgia, US","2021-04-01 04:27:05",3831,32,,7008.012292832839,0.8352910467240929
"Candler, Georgia, US","2021-04-01 04:27:05",924,64,,8553.179672313247,6.926406926406926
"Carroll, Georgia, US","2021-04-01 04:27:05",10937,227,,9114.774318287886,2.0755234525006863
"Catoosa, Georgia, US","2021-04-01 04:27:05",5889,66,,8714.116602545131,1.1207335710646968
"Charlton, Georgia, US","2021-04-01 04:27:05",1337,30,,9983.57228195938,2.243829468960359
"Chatham, Georgia, US","2021-04-01 04:27:05",22143,417,,7650.5545382303135,1.883213656686086
"Chattahoochee, Georgia, US","2021-04-01 04:27:05",3476,14,,31869.44164298157,0.4027617951668585
"Chattooga, Georgia, US","2021-04-01 04:27:05",2693,67,,10863.689539715197,2.487931674712217
"Cherokee, Georgia, US","2021-04-01 04:27:05",29522,298,,11408.454514188114,1.0094167061852175
"Clarke, Georgia, US","2021-04-01 04:27:05",14598,135,,11375.271758187813,0.9247842170160296
"Clay, Georgia, US","2021-04-01 04:27:05",234,3,,8256.880733944954,1.2820512820512822
"Clayton, Georgia, US","2021-04-01 04:27:05",24760,429,,8472.02452644257,1.7326332794830372
"Clinch, Georgia, US","2021-04-01 04:27:05",938,26,,14173.46630401934,2.771855010660981
"Cobb, Georgia, US","2021-04-01 04:27:05",74036,988,,9739.77196335943,1.3344859257658437
"Coffee, Georgia, US","2021-04-01 04:27:05",5235,165,,12097.612830171238,3.151862464183381
"Colquitt, Georgia, US","2021-04-01 04:27:05",4582,113,,10048.245614035088,2.4661719773024884
"Columbia, Georgia, US","2021-04-01 04:27:05",16238,195,,10361.550340110009,1.2008868087202855
"Cook, Georgia, US","2021-04-01 04:27:05",1774,40,,10272.148233931674,2.254791431792559
"Coweta, Georgia, US","2021-04-01 04:27:05",13567,192,,9135.47327098021,1.4151986437679664
"Crawford, Georgia, US","2021-04-01 04:27:05",652,17,,5256.368913253789,2.607361963190184
"Crisp, Georgia, US","2021-04-01 04:27:05",2018,73,,9020.203826211335,3.6174430128840442
"Dade, Georgia, US","2021-04-01 04:27:05",1350,11,,8376.768428890544,0.8148148148148148
"Dawson, Georgia, US","2021-04-01 04:27:05",2913,39,,11157.49961697564,1.3388259526261586
"DeKalb, Georgia, US","2021-04-01 04:27:05",61295,937,,8072.598732775185,1.5286728118117299
"Decatur, Georgia, US","2021-04-01 04:27:05",2838,67,,10748.371458869868,2.3608174770965467
"Dodge, Georgia, US","2021-04-01 04:27:05",2066,100,,10026.692550351856,4.84027105517909
"Dooly, Georgia, US","2021-04-01 04:27:05",1056,43,,7886.482449589245,4.071969696969697
"Dougherty, Georgia, US","2021-04-01 04:27:05",7243,291,,8234.799217790713,4.017672235261632
"Douglas, Georgia, US","2021-04-01 04:27:05",14278,202,,9756.530889758991,1.4147639725451744
"Early, Georgia, US","2021-04-01 04:27:05",1152,46,,11305.201177625122,3.9930555555555554
"Echols, Georgia, US","2021-04-01 04:27:05",461,9,,11507.738392411384,1.9522776572668112
"Effingham, Georgia, US","2021-04-01 04:27:05",4387,65,,6823.130521338809,1.4816503305219968
"Elbert, Georgia, US","2021-04-01 04:27:05",2260,66,,11774.512868604774,2.9203539823008846
"Emanuel, Georgia, US","2021-04-01 04:27:05",2514,79,,11101.298242515237,3.1424025457438347
"Evans, Georgia, US","2021-04-01 04:27:05",938,28,,8804.204993429697,2.985074626865672
"Fannin, Georgia, US","2021-04-01 04:27:05",2277,64,,8694.822055903467,2.8107158541941155
"Fayette, Georgia, US","2021-04-01 04:27:05",8533,156,,7457.547128586536,1.828196413922419
"Floyd, Georgia, US","2021-04-01 04:27:05",11622,209,,11799.224349732993,1.7983135432799862
"Forsyth, Georgia, US","2021-04-01 04:27:05",21096,173,,8636.981478145522,0.8200606750094804
"Franklin, Georgia, US","2021-04-01 04:27:05",2592,48,,11101.117820891686,1.851851851851852
"Fulton, Georgia, US","2021-04-01 04:27:05",91721,1269,,8620.905185175438,1.383543572355295
"Gilmer, Georgia, US","2021-04-01 04:27:05",2843,81,,9063.087761803054,2.849103060147731
"Glascock, Georgia, US","2021-04-01 04:27:05",262,18,,8818.579602827329,6.870229007633588
"Glynn, Georgia, US","2021-04-01 04:27:05",7806,167,,9152.089293251418,2.139379964130156
"Gordon, Georgia, US","2021-04-01 04:27:05",7906,108,,13639.73569345962,1.3660511004300528
"Grady, Georgia, US","2021-04-01 04:27:05",2052,57,,8330.288637194008,2.7777777777777777
"Greene, Georgia, US","2021-04-01 04:27:05",1772,58,,9670.377646802008,3.27313769751693
